star_id,cluster,star_id_base,subtipo_rrlyrae
OGLEIV_OGLE-LMC-RRLYR-04768,1,OGLE-LMC-RRLYR-04768,RRab
OGLEIV_OGLE-LMC-RRLYR-04770,1,OGLE-LMC-RRLYR-04770,RRab
OGLEIV_OGLE-LMC-RRLYR-04771,3,OGLE-LMC-RRLYR-04771,RRab
OGLEIV_OGLE-LMC-RRLYR-04772,2,OGLE-LMC-RRLYR-04772,RRc
OGLEIV_OGLE-LMC-RRLYR-04776,5,OGLE-LMC-RRLYR-04776,RRab
OGLEIV_OGLE-LMC-RRLYR-04778,3,OGLE-LMC-RRLYR-04778,RRc
OGLEIV_OGLE-LMC-RRLYR-04779,2,OGLE-LMC-RRLYR-04779,RRc
OGLEIV_OGLE-LMC-RRLYR-04780,3,OGLE-LMC-RRLYR-04780,RRab
OGLEIV_OGLE-LMC-RRLYR-04781,1,OGLE-LMC-RRLYR-04781,RRab
OGLEIV_OGLE-LMC-RRLYR-04782,4,OGLE-LMC-RRLYR-04782,RRab
OGLEIV_OGLE-LMC-RRLYR-04783,5,OGLE-LMC-RRLYR-04783,RRab
OGLEIV_OGLE-LMC-RRLYR-04784,1,OGLE-LMC-RRLYR-04784,RRab
OGLEIV_OGLE-LMC-RRLYR-04785,6,OGLE-LMC-RRLYR-04785,RRc
OGLEIV_OGLE-LMC-RRLYR-04786,1,OGLE-LMC-RRLYR-04786,RRab
OGLEIV_OGLE-LMC-RRLYR-04787,4,OGLE-LMC-RRLYR-04787,RRab
OGLEIV_OGLE-LMC-RRLYR-04788,1,OGLE-LMC-RRLYR-04788,RRab
OGLEIV_OGLE-LMC-RRLYR-04789,5,OGLE-LMC-RRLYR-04789,RRab
OGLEIV_OGLE-LMC-RRLYR-04790,4,OGLE-LMC-RRLYR-04790,RRab
OGLEIV_OGLE-LMC-RRLYR-04793,2,OGLE-LMC-RRLYR-04793,RRc
OGLEIV_OGLE-LMC-RRLYR-04794,5,OGLE-LMC-RRLYR-04794,RRab
OGLEIV_OGLE-LMC-RRLYR-04796,1,OGLE-LMC-RRLYR-04796,RRab
OGLEIV_OGLE-LMC-RRLYR-04798,1,OGLE-LMC-RRLYR-04798,RRab
OGLEIV_OGLE-LMC-RRLYR-04799,6,OGLE-LMC-RRLYR-04799,RRc
OGLEIV_OGLE-LMC-RRLYR-04800,1,OGLE-LMC-RRLYR-04800,RRab
OGLEIV_OGLE-LMC-RRLYR-04802,1,OGLE-LMC-RRLYR-04802,RRab
OGLEIV_OGLE-LMC-RRLYR-04803,6,OGLE-LMC-RRLYR-04803,RRab
OGLEIV_OGLE-LMC-RRLYR-04804,2,OGLE-LMC-RRLYR-04804,RRc
OGLEIV_OGLE-LMC-RRLYR-04805,1,OGLE-LMC-RRLYR-04805,RRab
OGLEIV_OGLE-LMC-RRLYR-04806,5,OGLE-LMC-RRLYR-04806,RRab
OGLEIV_OGLE-LMC-RRLYR-04808,1,OGLE-LMC-RRLYR-04808,RRab
OGLEIV_OGLE-LMC-RRLYR-04809,5,OGLE-LMC-RRLYR-04809,RRab
OGLEIV_OGLE-LMC-RRLYR-04810,1,OGLE-LMC-RRLYR-04810,RRab
OGLEIV_OGLE-LMC-RRLYR-04811,1,OGLE-LMC-RRLYR-04811,RRab
OGLEIV_OGLE-LMC-RRLYR-04812,6,OGLE-LMC-RRLYR-04812,RRab
OGLEIV_OGLE-LMC-RRLYR-04813,6,OGLE-LMC-RRLYR-04813,RRc
OGLEIV_OGLE-LMC-RRLYR-04815,3,OGLE-LMC-RRLYR-04815,RRc
OGLEIV_OGLE-LMC-RRLYR-04816,4,OGLE-LMC-RRLYR-04816,RRab
OGLEIV_OGLE-LMC-RRLYR-04817,6,OGLE-LMC-RRLYR-04817,RRc
OGLEIV_OGLE-LMC-RRLYR-04818,3,OGLE-LMC-RRLYR-04818,RRab
OGLEIV_OGLE-LMC-RRLYR-04819,2,OGLE-LMC-RRLYR-04819,RRc
OGLEIV_OGLE-LMC-RRLYR-04820,5,OGLE-LMC-RRLYR-04820,RRab
OGLEIV_OGLE-LMC-RRLYR-04821,1,OGLE-LMC-RRLYR-04821,RRab
OGLEIV_OGLE-LMC-RRLYR-04822,6,OGLE-LMC-RRLYR-04822,RRc
OGLEIV_OGLE-LMC-RRLYR-04823,1,OGLE-LMC-RRLYR-04823,RRab
OGLEIV_OGLE-LMC-RRLYR-04824,2,OGLE-LMC-RRLYR-04824,RRd
OGLEIV_OGLE-LMC-RRLYR-04826,1,OGLE-LMC-RRLYR-04826,RRab
OGLEIV_OGLE-LMC-RRLYR-04827,2,OGLE-LMC-RRLYR-04827,RRc
OGLEIV_OGLE-LMC-RRLYR-04828,5,OGLE-LMC-RRLYR-04828,RRab
OGLEIV_OGLE-LMC-RRLYR-04829,2,OGLE-LMC-RRLYR-04829,RRc
OGLEIV_OGLE-LMC-RRLYR-04830,3,OGLE-LMC-RRLYR-04830,RRab
OGLEIV_OGLE-LMC-RRLYR-04831,4,OGLE-LMC-RRLYR-04831,RRab
OGLEIV_OGLE-LMC-RRLYR-04832,2,OGLE-LMC-RRLYR-04832,RRc
OGLEIV_OGLE-LMC-RRLYR-04833,5,OGLE-LMC-RRLYR-04833,RRab
OGLEIV_OGLE-LMC-RRLYR-04834,5,OGLE-LMC-RRLYR-04834,RRab
OGLEIV_OGLE-LMC-RRLYR-04835,4,OGLE-LMC-RRLYR-04835,RRab
OGLEIV_OGLE-LMC-RRLYR-04836,4,OGLE-LMC-RRLYR-04836,RRab
OGLEIV_OGLE-LMC-RRLYR-04837,1,OGLE-LMC-RRLYR-04837,RRab
OGLEIV_OGLE-LMC-RRLYR-04838,1,OGLE-LMC-RRLYR-04838,RRab
OGLEIV_OGLE-LMC-RRLYR-04840,4,OGLE-LMC-RRLYR-04840,RRab
OGLEIV_OGLE-LMC-RRLYR-04841,5,OGLE-LMC-RRLYR-04841,RRab
OGLEIV_OGLE-LMC-RRLYR-04842,2,OGLE-LMC-RRLYR-04842,RRc
OGLEIV_OGLE-LMC-RRLYR-04843,1,OGLE-LMC-RRLYR-04843,RRab
OGLEIV_OGLE-LMC-RRLYR-04844,2,OGLE-LMC-RRLYR-04844,RRc
OGLEIV_OGLE-LMC-RRLYR-04845,4,OGLE-LMC-RRLYR-04845,RRab
OGLEIV_OGLE-LMC-RRLYR-04846,4,OGLE-LMC-RRLYR-04846,RRab
OGLEIV_OGLE-LMC-RRLYR-04847,2,OGLE-LMC-RRLYR-04847,RRc
OGLEIV_OGLE-LMC-RRLYR-04848,2,OGLE-LMC-RRLYR-04848,RRc
OGLEIV_OGLE-LMC-RRLYR-04849,1,OGLE-LMC-RRLYR-04849,RRab
OGLEIV_OGLE-LMC-RRLYR-04850,4,OGLE-LMC-RRLYR-04850,RRab
OGLEIV_OGLE-LMC-RRLYR-04851,1,OGLE-LMC-RRLYR-04851,RRab
OGLEIV_OGLE-LMC-RRLYR-04852,5,OGLE-LMC-RRLYR-04852,RRc
OGLEIV_OGLE-LMC-RRLYR-04853,2,OGLE-LMC-RRLYR-04853,RRab
OGLEIV_OGLE-LMC-RRLYR-04854,1,OGLE-LMC-RRLYR-04854,RRab
OGLEIV_OGLE-LMC-RRLYR-04855,6,OGLE-LMC-RRLYR-04855,RRc
OGLEIV_OGLE-LMC-RRLYR-04856,2,OGLE-LMC-RRLYR-04856,RRd
OGLEIV_OGLE-LMC-RRLYR-04857,1,OGLE-LMC-RRLYR-04857,RRab
OGLEIV_OGLE-LMC-RRLYR-04858,1,OGLE-LMC-RRLYR-04858,RRab
OGLEIV_OGLE-LMC-RRLYR-04859,4,OGLE-LMC-RRLYR-04859,RRab
OGLEIV_OGLE-LMC-RRLYR-04860,2,OGLE-LMC-RRLYR-04860,RRc
OGLEIV_OGLE-LMC-RRLYR-04861,2,OGLE-LMC-RRLYR-04861,RRab
OGLEIV_OGLE-LMC-RRLYR-04863,4,OGLE-LMC-RRLYR-04863,RRab
OGLEIV_OGLE-LMC-RRLYR-04864,1,OGLE-LMC-RRLYR-04864,RRab
OGLEIV_OGLE-LMC-RRLYR-04865,2,OGLE-LMC-RRLYR-04865,RRc
OGLEIV_OGLE-LMC-RRLYR-04867,2,OGLE-LMC-RRLYR-04867,RRc
OGLEIV_OGLE-LMC-RRLYR-04868,2,OGLE-LMC-RRLYR-04868,RRc
OGLEIV_OGLE-LMC-RRLYR-04870,2,OGLE-LMC-RRLYR-04870,RRd
OGLEIV_OGLE-LMC-RRLYR-04871,5,OGLE-LMC-RRLYR-04871,RRab
OGLEIV_OGLE-LMC-RRLYR-04872,2,OGLE-LMC-RRLYR-04872,RRd
OGLEIV_OGLE-LMC-RRLYR-04873,2,OGLE-LMC-RRLYR-04873,RRd
OGLEIV_OGLE-LMC-RRLYR-04875,1,OGLE-LMC-RRLYR-04875,RRab
OGLEIV_OGLE-LMC-RRLYR-04876,1,OGLE-LMC-RRLYR-04876,RRab
OGLEIV_OGLE-LMC-RRLYR-04878,5,OGLE-LMC-RRLYR-04878,RRab
OGLEIV_OGLE-LMC-RRLYR-04879,1,OGLE-LMC-RRLYR-04879,RRab
OGLEIV_OGLE-LMC-RRLYR-04882,2,OGLE-LMC-RRLYR-04882,RRd
OGLEIV_OGLE-LMC-RRLYR-04883,2,OGLE-LMC-RRLYR-04883,RRc
OGLEIV_OGLE-LMC-RRLYR-04886,4,OGLE-LMC-RRLYR-04886,RRab
OGLEIV_OGLE-LMC-RRLYR-04887,6,OGLE-LMC-RRLYR-04887,RRc
OGLEIV_OGLE-LMC-RRLYR-04888,2,OGLE-LMC-RRLYR-04888,RRc
OGLEIV_OGLE-LMC-RRLYR-04889,6,OGLE-LMC-RRLYR-04889,RRc
OGLEIV_OGLE-LMC-RRLYR-04890,2,OGLE-LMC-RRLYR-04890,RRc
OGLEIV_OGLE-LMC-RRLYR-04891,1,OGLE-LMC-RRLYR-04891,RRab
OGLEIV_OGLE-LMC-RRLYR-04893,2,OGLE-LMC-RRLYR-04893,RRd
OGLEIV_OGLE-LMC-RRLYR-04894,4,OGLE-LMC-RRLYR-04894,RRab
OGLEIV_OGLE-LMC-RRLYR-04895,1,OGLE-LMC-RRLYR-04895,RRab
OGLEIV_OGLE-LMC-RRLYR-04896,4,OGLE-LMC-RRLYR-04896,RRab
OGLEIV_OGLE-LMC-RRLYR-04899,4,OGLE-LMC-RRLYR-04899,RRab
OGLEIV_OGLE-LMC-RRLYR-04900,2,OGLE-LMC-RRLYR-04900,RRc
OGLEIV_OGLE-LMC-RRLYR-04901,3,OGLE-LMC-RRLYR-04901,RRab
OGLEIV_OGLE-LMC-RRLYR-04902,5,OGLE-LMC-RRLYR-04902,RRab
OGLEIV_OGLE-LMC-RRLYR-04903,5,OGLE-LMC-RRLYR-04903,RRab
OGLEIV_OGLE-LMC-RRLYR-04904,6,OGLE-LMC-RRLYR-04904,RRc
OGLEIV_OGLE-LMC-RRLYR-04905,6,OGLE-LMC-RRLYR-04905,RRc
OGLEIV_OGLE-LMC-RRLYR-04906,2,OGLE-LMC-RRLYR-04906,RRc
OGLEIV_OGLE-LMC-RRLYR-04907,1,OGLE-LMC-RRLYR-04907,RRab
OGLEIV_OGLE-LMC-RRLYR-04908,2,OGLE-LMC-RRLYR-04908,RRc
OGLEIV_OGLE-LMC-RRLYR-04909,5,OGLE-LMC-RRLYR-04909,RRab
OGLEIV_OGLE-LMC-RRLYR-04910,3,OGLE-LMC-RRLYR-04910,RRab
OGLEIV_OGLE-LMC-RRLYR-04911,6,OGLE-LMC-RRLYR-04911,RRab
OGLEIV_OGLE-LMC-RRLYR-04912,2,OGLE-LMC-RRLYR-04912,RRc
OGLEIV_OGLE-LMC-RRLYR-04913,4,OGLE-LMC-RRLYR-04913,RRab
OGLEIV_OGLE-LMC-RRLYR-04914,1,OGLE-LMC-RRLYR-04914,RRab
OGLEIV_OGLE-LMC-RRLYR-04915,2,OGLE-LMC-RRLYR-04915,RRc
OGLEIV_OGLE-LMC-RRLYR-04916,4,OGLE-LMC-RRLYR-04916,RRab
OGLEIV_OGLE-LMC-RRLYR-04917,3,OGLE-LMC-RRLYR-04917,RRab
OGLEIV_OGLE-LMC-RRLYR-04918,3,OGLE-LMC-RRLYR-04918,RRab
OGLEIV_OGLE-LMC-RRLYR-04919,2,OGLE-LMC-RRLYR-04919,RRc
OGLEIV_OGLE-LMC-RRLYR-04920,2,OGLE-LMC-RRLYR-04920,RRc
OGLEIV_OGLE-LMC-RRLYR-04921,5,OGLE-LMC-RRLYR-04921,RRab
OGLEIV_OGLE-LMC-RRLYR-04922,2,OGLE-LMC-RRLYR-04922,RRc
OGLEIV_OGLE-LMC-RRLYR-04923,5,OGLE-LMC-RRLYR-04923,RRab
OGLEIV_OGLE-LMC-RRLYR-04924,1,OGLE-LMC-RRLYR-04924,RRab
OGLEIV_OGLE-LMC-RRLYR-04925,3,OGLE-LMC-RRLYR-04925,RRab
OGLEIV_OGLE-LMC-RRLYR-04926,4,OGLE-LMC-RRLYR-04926,RRab
OGLEIV_OGLE-LMC-RRLYR-04927,5,OGLE-LMC-RRLYR-04927,RRab
OGLEIV_OGLE-LMC-RRLYR-04928,6,OGLE-LMC-RRLYR-04928,RRc
OGLEIV_OGLE-LMC-RRLYR-04929,4,OGLE-LMC-RRLYR-04929,RRab
OGLEIV_OGLE-LMC-RRLYR-04930,5,OGLE-LMC-RRLYR-04930,RRab
OGLEIV_OGLE-LMC-RRLYR-04931,6,OGLE-LMC-RRLYR-04931,RRc
OGLEIV_OGLE-LMC-RRLYR-04932,2,OGLE-LMC-RRLYR-04932,RRd
OGLEIV_OGLE-LMC-RRLYR-04933,1,OGLE-LMC-RRLYR-04933,RRab
OGLEIV_OGLE-LMC-RRLYR-04934,4,OGLE-LMC-RRLYR-04934,RRab
OGLEIV_OGLE-LMC-RRLYR-04936,4,OGLE-LMC-RRLYR-04936,RRab
OGLEIV_OGLE-LMC-RRLYR-04937,2,OGLE-LMC-RRLYR-04937,RRc
OGLEIV_OGLE-LMC-RRLYR-04938,2,OGLE-LMC-RRLYR-04938,RRc
OGLEIV_OGLE-LMC-RRLYR-04939,4,OGLE-LMC-RRLYR-04939,RRab
OGLEIV_OGLE-LMC-RRLYR-04940,5,OGLE-LMC-RRLYR-04940,RRab
OGLEIV_OGLE-LMC-RRLYR-04942,5,OGLE-LMC-RRLYR-04942,RRab
OGLEIV_OGLE-LMC-RRLYR-04943,1,OGLE-LMC-RRLYR-04943,RRab
OGLEIV_OGLE-LMC-RRLYR-04944,3,OGLE-LMC-RRLYR-04944,RRd
OGLEIV_OGLE-LMC-RRLYR-04945,1,OGLE-LMC-RRLYR-04945,RRab
OGLEIV_OGLE-LMC-RRLYR-04946,1,OGLE-LMC-RRLYR-04946,RRab
OGLEIV_OGLE-LMC-RRLYR-04947,2,OGLE-LMC-RRLYR-04947,RRc
OGLEIV_OGLE-LMC-RRLYR-04948,2,OGLE-LMC-RRLYR-04948,RRc
OGLEIV_OGLE-LMC-RRLYR-04949,1,OGLE-LMC-RRLYR-04949,RRab
OGLEIV_OGLE-LMC-RRLYR-04950,1,OGLE-LMC-RRLYR-04950,RRab
OGLEIV_OGLE-LMC-RRLYR-04951,3,OGLE-LMC-RRLYR-04951,RRab
OGLEIV_OGLE-LMC-RRLYR-04952,4,OGLE-LMC-RRLYR-04952,RRab
OGLEIV_OGLE-LMC-RRLYR-04953,4,OGLE-LMC-RRLYR-04953,RRab
OGLEIV_OGLE-LMC-RRLYR-04954,5,OGLE-LMC-RRLYR-04954,RRab
OGLEIV_OGLE-LMC-RRLYR-04956,6,OGLE-LMC-RRLYR-04956,RRc
OGLEIV_OGLE-LMC-RRLYR-04958,1,OGLE-LMC-RRLYR-04958,RRab
OGLEIV_OGLE-LMC-RRLYR-04959,4,OGLE-LMC-RRLYR-04959,RRab
OGLEIV_OGLE-LMC-RRLYR-04960,3,OGLE-LMC-RRLYR-04960,RRab
OGLEIV_OGLE-LMC-RRLYR-04961,3,OGLE-LMC-RRLYR-04961,RRab
OGLEIV_OGLE-LMC-RRLYR-04962,5,OGLE-LMC-RRLYR-04962,RRab
OGLEIV_OGLE-LMC-RRLYR-04963,1,OGLE-LMC-RRLYR-04963,RRab
OGLEIV_OGLE-LMC-RRLYR-04964,2,OGLE-LMC-RRLYR-04964,RRc
OGLEIV_OGLE-LMC-RRLYR-04965,1,OGLE-LMC-RRLYR-04965,RRab
OGLEIV_OGLE-LMC-RRLYR-04966,2,OGLE-LMC-RRLYR-04966,RRc
OGLEIV_OGLE-LMC-RRLYR-04967,2,OGLE-LMC-RRLYR-04967,RRd
OGLEIV_OGLE-LMC-RRLYR-04968,2,OGLE-LMC-RRLYR-04968,RRd
OGLEIV_OGLE-LMC-RRLYR-04969,4,OGLE-LMC-RRLYR-04969,RRab
OGLEIV_OGLE-LMC-RRLYR-04970,1,OGLE-LMC-RRLYR-04970,RRab
OGLEIV_OGLE-LMC-RRLYR-04971,2,OGLE-LMC-RRLYR-04971,RRc
OGLEIV_OGLE-LMC-RRLYR-04972,2,OGLE-LMC-RRLYR-04972,RRc
OGLEIV_OGLE-LMC-RRLYR-04973,3,OGLE-LMC-RRLYR-04973,RRab
OGLEIV_OGLE-LMC-RRLYR-04974,4,OGLE-LMC-RRLYR-04974,RRab
OGLEIV_OGLE-LMC-RRLYR-04976,4,OGLE-LMC-RRLYR-04976,RRab
OGLEIV_OGLE-LMC-RRLYR-04977,2,OGLE-LMC-RRLYR-04977,RRc
OGLEIV_OGLE-LMC-RRLYR-04978,3,OGLE-LMC-RRLYR-04978,RRab
OGLEIV_OGLE-LMC-RRLYR-04979,3,OGLE-LMC-RRLYR-04979,RRab
OGLEIV_OGLE-LMC-RRLYR-04980,4,OGLE-LMC-RRLYR-04980,RRab
OGLEIV_OGLE-LMC-RRLYR-04981,1,OGLE-LMC-RRLYR-04981,RRab
OGLEIV_OGLE-LMC-RRLYR-04982,4,OGLE-LMC-RRLYR-04982,RRab
OGLEIV_OGLE-LMC-RRLYR-04983,4,OGLE-LMC-RRLYR-04983,RRab
OGLEIV_OGLE-LMC-RRLYR-04984,1,OGLE-LMC-RRLYR-04984,RRab
OGLEIV_OGLE-LMC-RRLYR-04986,4,OGLE-LMC-RRLYR-04986,RRab
OGLEIV_OGLE-LMC-RRLYR-04987,2,OGLE-LMC-RRLYR-04987,RRc
OGLEIV_OGLE-LMC-RRLYR-04989,1,OGLE-LMC-RRLYR-04989,RRab
OGLEIV_OGLE-LMC-RRLYR-04991,5,OGLE-LMC-RRLYR-04991,RRab
OGLEIV_OGLE-LMC-RRLYR-04992,6,OGLE-LMC-RRLYR-04992,RRc
OGLEIV_OGLE-LMC-RRLYR-04993,4,OGLE-LMC-RRLYR-04993,RRab
OGLEIV_OGLE-LMC-RRLYR-04994,1,OGLE-LMC-RRLYR-04994,RRab
OGLEIV_OGLE-LMC-RRLYR-04995,3,OGLE-LMC-RRLYR-04995,RRab
OGLEIV_OGLE-LMC-RRLYR-04997,1,OGLE-LMC-RRLYR-04997,RRab
OGLEIV_OGLE-LMC-RRLYR-04998,3,OGLE-LMC-RRLYR-04998,RRab
OGLEIV_OGLE-LMC-RRLYR-04999,2,OGLE-LMC-RRLYR-04999,RRc
OGLEIV_OGLE-LMC-RRLYR-05000,3,OGLE-LMC-RRLYR-05000,RRab
OGLEIV_OGLE-LMC-RRLYR-05001,4,OGLE-LMC-RRLYR-05001,RRab
OGLEIV_OGLE-LMC-RRLYR-05002,1,OGLE-LMC-RRLYR-05002,RRab
OGLEIV_OGLE-LMC-RRLYR-05003,2,OGLE-LMC-RRLYR-05003,RRab
OGLEIV_OGLE-LMC-RRLYR-05004,4,OGLE-LMC-RRLYR-05004,RRab
OGLEIV_OGLE-LMC-RRLYR-05005,2,OGLE-LMC-RRLYR-05005,RRd
OGLEIV_OGLE-LMC-RRLYR-05006,5,OGLE-LMC-RRLYR-05006,RRab
OGLEIV_OGLE-LMC-RRLYR-05007,1,OGLE-LMC-RRLYR-05007,RRab
OGLEIV_OGLE-LMC-RRLYR-05008,2,OGLE-LMC-RRLYR-05008,RRab
OGLEIV_OGLE-LMC-RRLYR-05009,3,OGLE-LMC-RRLYR-05009,RRab
OGLEIV_OGLE-LMC-RRLYR-05010,2,OGLE-LMC-RRLYR-05010,RRc
OGLEIV_OGLE-LMC-RRLYR-05011,1,OGLE-LMC-RRLYR-05011,RRab
OGLEIV_OGLE-LMC-RRLYR-05012,1,OGLE-LMC-RRLYR-05012,RRab
OGLEIV_OGLE-LMC-RRLYR-05013,5,OGLE-LMC-RRLYR-05013,RRab
OGLEIV_OGLE-LMC-RRLYR-05014,5,OGLE-LMC-RRLYR-05014,RRab
OGLEIV_OGLE-LMC-RRLYR-05016,3,OGLE-LMC-RRLYR-05016,RRd
OGLEIV_OGLE-LMC-RRLYR-05017,1,OGLE-LMC-RRLYR-05017,RRab
OGLEIV_OGLE-LMC-RRLYR-05018,1,OGLE-LMC-RRLYR-05018,RRab
OGLEIV_OGLE-LMC-RRLYR-05019,1,OGLE-LMC-RRLYR-05019,RRab
OGLEIV_OGLE-LMC-RRLYR-05020,2,OGLE-LMC-RRLYR-05020,RRd
OGLEIV_OGLE-LMC-RRLYR-05022,1,OGLE-LMC-RRLYR-05022,RRab
OGLEIV_OGLE-LMC-RRLYR-05023,4,OGLE-LMC-RRLYR-05023,RRab
OGLEIV_OGLE-LMC-RRLYR-05024,1,OGLE-LMC-RRLYR-05024,RRab
OGLEIV_OGLE-LMC-RRLYR-05025,3,OGLE-LMC-RRLYR-05025,RRd
OGLEIV_OGLE-LMC-RRLYR-05026,1,OGLE-LMC-RRLYR-05026,RRab
OGLEIV_OGLE-LMC-RRLYR-05027,2,OGLE-LMC-RRLYR-05027,RRc
OGLEIV_OGLE-LMC-RRLYR-05028,2,OGLE-LMC-RRLYR-05028,RRc
OGLEIV_OGLE-LMC-RRLYR-05029,3,OGLE-LMC-RRLYR-05029,RRab
OGLEIV_OGLE-LMC-RRLYR-05030,2,OGLE-LMC-RRLYR-05030,RRc
OGLEIV_OGLE-LMC-RRLYR-05031,1,OGLE-LMC-RRLYR-05031,RRab
OGLEIV_OGLE-LMC-RRLYR-05032,1,OGLE-LMC-RRLYR-05032,RRab
OGLEIV_OGLE-LMC-RRLYR-05034,6,OGLE-LMC-RRLYR-05034,RRc
OGLEIV_OGLE-LMC-RRLYR-05035,6,OGLE-LMC-RRLYR-05035,RRc
OGLEIV_OGLE-LMC-RRLYR-05036,2,OGLE-LMC-RRLYR-05036,RRc
OGLEIV_OGLE-LMC-RRLYR-05037,2,OGLE-LMC-RRLYR-05037,RRc
OGLEIV_OGLE-LMC-RRLYR-05038,4,OGLE-LMC-RRLYR-05038,RRab
OGLEIV_OGLE-LMC-RRLYR-05039,1,OGLE-LMC-RRLYR-05039,RRab
OGLEIV_OGLE-LMC-RRLYR-05040,1,OGLE-LMC-RRLYR-05040,RRab
OGLEIV_OGLE-LMC-RRLYR-05041,1,OGLE-LMC-RRLYR-05041,RRab
OGLEIV_OGLE-LMC-RRLYR-05042,1,OGLE-LMC-RRLYR-05042,RRab
OGLEIV_OGLE-LMC-RRLYR-05043,1,OGLE-LMC-RRLYR-05043,RRab
OGLEIV_OGLE-LMC-RRLYR-05044,4,OGLE-LMC-RRLYR-05044,RRab
OGLEIV_OGLE-LMC-RRLYR-05045,4,OGLE-LMC-RRLYR-05045,RRab
OGLEIV_OGLE-LMC-RRLYR-05046,4,OGLE-LMC-RRLYR-05046,RRab
OGLEIV_OGLE-LMC-RRLYR-05047,4,OGLE-LMC-RRLYR-05047,RRab
OGLEIV_OGLE-LMC-RRLYR-05048,1,OGLE-LMC-RRLYR-05048,RRab
OGLEIV_OGLE-LMC-RRLYR-05049,6,OGLE-LMC-RRLYR-05049,RRc
OGLEIV_OGLE-LMC-RRLYR-05051,1,OGLE-LMC-RRLYR-05051,RRab
OGLEIV_OGLE-LMC-RRLYR-05052,1,OGLE-LMC-RRLYR-05052,RRab
OGLEIV_OGLE-LMC-RRLYR-05053,4,OGLE-LMC-RRLYR-05053,RRab
OGLEIV_OGLE-LMC-RRLYR-05054,2,OGLE-LMC-RRLYR-05054,RRc
OGLEIV_OGLE-LMC-RRLYR-05055,2,OGLE-LMC-RRLYR-05055,RRc
OGLEIV_OGLE-LMC-RRLYR-05056,2,OGLE-LMC-RRLYR-05056,RRc
OGLEIV_OGLE-LMC-RRLYR-05057,1,OGLE-LMC-RRLYR-05057,RRab
OGLEIV_OGLE-LMC-RRLYR-05058,4,OGLE-LMC-RRLYR-05058,RRab
OGLEIV_OGLE-LMC-RRLYR-05061,2,OGLE-LMC-RRLYR-05061,RRc
OGLEIV_OGLE-LMC-RRLYR-05062,1,OGLE-LMC-RRLYR-05062,RRab
OGLEIV_OGLE-LMC-RRLYR-05063,1,OGLE-LMC-RRLYR-05063,RRab
OGLEIV_OGLE-LMC-RRLYR-05064,3,OGLE-LMC-RRLYR-05064,RRab
OGLEIV_OGLE-LMC-RRLYR-05065,1,OGLE-LMC-RRLYR-05065,RRab
OGLEIV_OGLE-LMC-RRLYR-05066,1,OGLE-LMC-RRLYR-05066,RRab
OGLEIV_OGLE-LMC-RRLYR-05067,4,OGLE-LMC-RRLYR-05067,RRab
OGLEIV_OGLE-LMC-RRLYR-05070,2,OGLE-LMC-RRLYR-05070,RRc
OGLEIV_OGLE-LMC-RRLYR-05074,2,OGLE-LMC-RRLYR-05074,RRab
OGLEIV_OGLE-LMC-RRLYR-05075,5,OGLE-LMC-RRLYR-05075,RRab
OGLEIV_OGLE-LMC-RRLYR-05079,2,OGLE-LMC-RRLYR-05079,RRab
OGLEIV_OGLE-LMC-RRLYR-05080,6,OGLE-LMC-RRLYR-05080,RRc
OGLEIV_OGLE-LMC-RRLYR-05081,1,OGLE-LMC-RRLYR-05081,RRab
OGLEIV_OGLE-LMC-RRLYR-05082,2,OGLE-LMC-RRLYR-05082,RRd
OGLEIV_OGLE-LMC-RRLYR-05083,5,OGLE-LMC-RRLYR-05083,RRab
OGLEIV_OGLE-LMC-RRLYR-05085,6,OGLE-LMC-RRLYR-05085,RRc
OGLEIV_OGLE-LMC-RRLYR-05086,2,OGLE-LMC-RRLYR-05086,RRc
OGLEIV_OGLE-LMC-RRLYR-05087,6,OGLE-LMC-RRLYR-05087,RRc
OGLEIV_OGLE-LMC-RRLYR-05088,2,OGLE-LMC-RRLYR-05088,RRc
OGLEIV_OGLE-LMC-RRLYR-05089,4,OGLE-LMC-RRLYR-05089,RRab
OGLEIV_OGLE-LMC-RRLYR-05091,2,OGLE-LMC-RRLYR-05091,RRc
OGLEIV_OGLE-LMC-RRLYR-05092,3,OGLE-LMC-RRLYR-05092,RRab
OGLEIV_OGLE-LMC-RRLYR-05093,2,OGLE-LMC-RRLYR-05093,RRc
OGLEIV_OGLE-LMC-RRLYR-05094,4,OGLE-LMC-RRLYR-05094,RRab
OGLEIV_OGLE-LMC-RRLYR-05095,6,OGLE-LMC-RRLYR-05095,RRc
OGLEIV_OGLE-LMC-RRLYR-05096,4,OGLE-LMC-RRLYR-05096,RRab
OGLEIV_OGLE-LMC-RRLYR-05097,1,OGLE-LMC-RRLYR-05097,RRab
OGLEIV_OGLE-LMC-RRLYR-05098,4,OGLE-LMC-RRLYR-05098,RRab
OGLEIV_OGLE-LMC-RRLYR-05099,4,OGLE-LMC-RRLYR-05099,RRab
OGLEIV_OGLE-LMC-RRLYR-05100,5,OGLE-LMC-RRLYR-05100,RRab
OGLEIV_OGLE-LMC-RRLYR-05101,1,OGLE-LMC-RRLYR-05101,RRab
OGLEIV_OGLE-LMC-RRLYR-05103,2,OGLE-LMC-RRLYR-05103,RRc
OGLEIV_OGLE-LMC-RRLYR-05104,3,OGLE-LMC-RRLYR-05104,RRab
